W,Size a,Size b,Type,instances,algorithm,alg mode,initial solution,Obj F,opt time [ms],initial sol [ms],iteration [ms],multipliers [ms],red costs [ms],base changes [ms],step 1 [ms],step 2 [ms],base changes,iterations,init sol improvement [%]
28,64,64,LogGRF,10031010,ts,4111,NWC,20009665463,3848,42,3768,326,1104,2329,1677,649,610975,4805,10.5417
28,64,64,LogGRF,10041005,ts,4111,NWC,31966648109,4341,42,4261,364,1294,2592,1859,730,716067,5484,8.8966
28,64,64,LogGRF,10041006,ts,4111,NWC,37089339211,4067,42,3988,307,1101,2572,1879,691,714834,4511,7.4446
28,64,64,LogGRF,10041007,ts,4111,NWC,99140064746,2517,42,2439,196,778,1458,1023,433,463654,3105,2.5912
28,64,64,LogGRF,10041008,ts,4111,NWC,51427592241,4535,42,4455,412,1419,2612,1929,679,644795,6310,5.5526
28,64,64,LogGRF,10041009,ts,4111,NWC,101847969264,3547,42,3467,264,1017,2178,1513,663,698458,4007,2.7757
28,64,64,LogGRF,10041010,ts,4111,NWC,90418398697,6041,42,5961,449,1603,3897,2951,943,1021413,6648,2.7498
28,64,64,LogGRF,10051006,ts,4111,NWC,21088675508,3161,42,3079,255,921,1896,1329,565,534047,3793,12.5678
28,64,64,LogGRF,10051007,ts,4111,NWC,63544616435,4640,42,4559,428,1471,2648,1880,764,706843,6575,3.7839
28,64,64,LogGRF,10051008,ts,4111,NWC,36223722182,1608,42,1528,117,465,942,639,302,317659,1771,7.2359
28,64,64,LogGRF,10051009,ts,4111,NWC,74703238567,6274,42,6193,543,1974,3662,2596,1061,1045581,8336,4.1276
28,64,64,LogGRF,10051010,ts,4111,NWC,35124479310,3719,42,3640,315,1073,2244,1635,606,548170,4611,6.9574
28,64,64,LogGRF,10061007,ts,4111,NWC,33824349945,3094,43,3014,281,965,1760,1243,514,475460,4307,7.7405
28,64,64,LogGRF,10061008,ts,4111,NWC,37083632640,3923,42,3844,334,1164,2336,1651,682,633415,4966,8.1117
28,64,64,LogGRF,10061009,ts,4111,NWC,43796973909,5792,42,5713,525,1790,3385,2351,1028,950541,7842,6.7187
28,64,64,LogGRF,10071008,ts,4111,NWC,41664225471,6046,42,5966,562,1900,3490,2582,902,808337,8490,5.8212
28,64,64,LogGRF,10091007,ts,4111,NWC,38580285974,4960,42,4880,428,1500,2941,2096,841,843204,6415,7.296
28,64,64,LogGRF,10091008,ts,4111,NWC,92978186293,7060,42,6981,602,2203,4160,2943,1211,1191166,9270,3.0617
28,64,64,LogGRF,10101006,ts,4111,NWC,23465997116,4514,42,4435,340,1186,2900,2098,799,788952,4902,11.1959
28,64,64,LogGRF,10101007,ts,4111,NWC,44980231399,5835,42,5754,530,1878,3332,2339,987,971287,8144,5.3578
28,64,64,LogGRF,10101008,ts,4111,NWC,47347635696,4137,42,4056,371,1235,2441,1785,653,561152,5581,5.4237
28,64,64,LogGRF,10101009,ts,4111,NWC,71853105013,7228,42,7148,567,2161,4405,3175,1225,1381512,8774,3.9421
28,64,64,LogitGRF,10011002,ts,4111,NWC,10287515484,1754,38,1681,110,439,1128,775,352,371906,1725,21.687
28,64,64,LogitGRF,10011004,ts,4111,NWC,33189772975,2795,38,2723,214,778,1726,1193,531,522454,3451,7.6721
28,64,64,LogitGRF,10011005,ts,4111,NWC,11018603464,2877,38,2805,243,845,1711,1168,540,540907,3839,18.9658
28,64,64,LogitGRF,10011006,ts,4111,NWC,12920787428,3205,38,3132,245,910,1971,1381,588,554587,3676,18.92
28,64,64,LogitGRF,10011007,ts,4111,NWC,54357093325,3363,43,3282,262,966,2047,1430,615,570918,3968,4.2802
28,64,64,LogitGRF,10011008,ts,4111,NWC,17597040421,2977,42,2863,255,920,1681,1160,518,483679,3910,13.0854
28,64,64,LogitGRF,10011009,ts,4111,NWC,17856865429,2595,43,2513,197,738,1573,1072,499,466387,2940,13.9524
28,64,64,LogitGRF,10011010,ts,4111,NWC,25251804100,3275,38,3203,236,857,2104,1471,631,635475,3715,11.1228
28,64,64,LogitGRF,10021004,ts,4111,NWC,26911845639,2916,43,2834,241,862,1724,1190,532,489869,3775,9.1861
28,64,64,LogitGRF,10021005,ts,4111,NWC,16816522996,2271,42,2189,180,653,1351,945,404,389063,2789,12.3441
28,64,64,LogitGRF,10021006,ts,4111,NWC,14331210616,2309,42,2229,181,656,1388,951,435,398340,2715,13.3337
28,64,64,LogitGRF,10021007,ts,4111,NWC,46239536907,3038,43,2957,244,906,1800,1269,529,518156,3809,5.0857
28,64,64,LogitGRF,10021008,ts,4111,NWC,20066071555,2201,42,2120,151,582,1384,943,439,459567,2274,11.8972
28,64,64,LogitGRF,10021009,ts,4111,NWC,17825057319,2382,42,2302,171,652,1474,1019,454,471275,2626,13.5563
28,64,64,LogitGRF,10021010,ts,4111,NWC,22755955366,2167,42,2088,153,590,1340,917,421,424610,2340,10.7706
28,64,64,LogitGRF,10031001,ts,4111,NWC,30753934080,2675,37,2605,194,727,1678,1147,529,555362,3104,8.2874
28,64,64,LogitGRF,10031002,ts,4111,NWC,28727313308,2092,37,2021,149,579,1289,875,413,459820,2389,9.8648
28,64,64,LogitGRF,10031004,ts,4111,NWC,17740000047,2384,38,2313,170,651,1486,1018,466,496817,2712,18.0223
28,64,64,LogitGRF,10031005,ts,4111,NWC,28726848860,2574,38,2502,170,655,1672,1126,544,601161,2591,10.2085
28,64,64,LogitGRF,10031006,ts,4111,NWC,36175628140,3182,38,3110,269,947,1886,1337,546,544728,4215,8.0096
28,64,64,LogitGRF,10031007,ts,4111,NWC,16249810663,3077,38,3005,239,873,1886,1304,580,594692,3734,18.511
28,64,64,LogitGRF,10031008,ts,4111,NWC,35819640431,1727,38,1655,107,437,1107,754,352,394500,1692,7.3205
28,64,64,LogitGRF,10031009,ts,4111,NWC,9819150905,1864,38,1791,123,491,1173,784,387,400088,1901,28.4982
28,64,64,LogitGRF,10031010,ts,4111,NWC,7354437612,2247,38,2175,150,569,1452,948,503,509609,2271,44.2292
28,64,64,LogitGRF,10041005,ts,4111,NWC,23582284579,2467,42,2387,187,697,1498,1015,482,478838,2875,11.5058
28,64,64,LogitGRF,10041006,ts,4111,NWC,33853397901,1763,42,1683,124,475,1080,731,348,356972,1881,6.1405
28,64,64,LogitGRF,10041007,ts,4111,NWC,17578911698,2367,43,2286,191,693,1397,978,417,390341,2916,15.1286
28,64,64,LogitGRF,10041008,ts,4111,NWC,19016601376,2360,43,2279,184,663,1426,972,453,444100,2785,13.0982
28,64,64,LogitGRF,10041009,ts,4111,NWC,12278775404,2329,43,2247,149,597,1496,985,509,559409,2216,24.2744
28,64,64,LogitGRF,10041010,ts,4111,NWC,7896713619,1806,43,1725,131,486,1104,733,369,357709,1945,31.7949
28,64,64,LogitGRF,10051006,ts,4111,NWC,12830732014,2510,42,2429,243,700,1482,1006,474,465759,2801,16.6049
28,64,64,LogitGRF,10051007,ts,4111,NWC,41770944463,2185,42,2105,153,588,1359,920,437,445666,2322,5.9327
28,64,64,LogitGRF,10051008,ts,4111,NWC,12161073497,2168,43,2088,139,561,1383,930,452,490335,2088,19.2408
28,64,64,LogitGRF,10051009,ts,4111,NWC,16693759641,2822,43,2741,218,808,1710,1174,533,519572,3321,15.7999
28,64,64,LogitGRF,10051010,ts,4111,NWC,20153879650,2438,42,2358,155,614,1585,1072,511,540776,2351,14.1877
28,64,64,LogitGRF,10061007,ts,4111,NWC,58166758151,2672,41,2592,220,826,1540,1074,464,449326,3477,4.1322
28,64,64,LogitGRF,10061008,ts,4111,NWC,18941863295,2468,43,2387,180,699,1503,1046,455,467616,2769,11.6107
28,64,64,LogitGRF,10061009,ts,4111,NWC,21645745543,3466,43,3385,287,1049,2042,1429,610,594275,4382,11.8509
28,64,64,LogitGRF,10071008,ts,4111,NWC,49254929976,2609,43,2528,201,754,1567,1079,486,491205,3062,5.3808
28,64,64,LogitGRF,10091007,ts,4111,NWC,21887124490,3439,42,3359,299,978,2076,1409,663,641957,4089,12.5667
28,64,64,LogitGRF,10091008,ts,4111,NWC,17046581856,2120,42,2040,175,635,1225,858,366,339766,2702,13.6269
28,64,64,LogitGRF,10101006,ts,4111,NWC,27123586562,2574,43,2493,193,706,1588,1095,492,472168,2886,9.025
28,64,64,LogitGRF,10101007,ts,4111,NWC,13441967993,3454,43,3374,293,1032,2041,1381,657,603978,4464,22.6077
28,64,64,LogitGRF,10101008,ts,4111,NWC,23515334681,2387,42,2308,147,580,1576,1123,451,474821,2176,10.8992
28,64,64,LogitGRF,10101009,ts,4111,NWC,6632591625,3035,43,2954,234,849,1865,1256,607,568690,3480,43.4352
28,64,64,MicroscopyImages,10011002,ts,4111,NWC,16482926894,2789,6,2777,33,2525,218,151,66,74839,950,11.3722
28,64,64,MicroscopyImages,10011004,ts,4111,NWC,31511921329,1630,6,1618,18,1449,150,102,47,57481,553,4.982
28,64,64,MicroscopyImages,10011005,ts,4111,NWC,97755493707,1193,3,1186,8,1064,113,76,36,49595,484,1.6492
28,64,64,MicroscopyImages,10011006,ts,4111,NWC,95581340884,2240,5,2230,19,2044,165,114,50,59984,654,1.6806
28,64,64,MicroscopyImages,10011007,ts,4111,NWC,28895420926,1256,5,1246,14,1115,115,77,38,48917,562,4.0494
28,64,64,MicroscopyImages,10011008,ts,4111,NWC,40684280331,1644,7,1630,26,1395,208,143,64,80303,770,3.3491
28,64,64,MicroscopyImages,10011009,ts,4111,NWC,177274246615,949,4,942,7,854,80,53,27,35888,355,0.6143
28,64,64,MicroscopyImages,10011010,ts,4111,NWC,125153328737,1910,7,1896,25,1670,199,140,59,78320,754,1.0262
28,64,64,MicroscopyImages,10021004,ts,4111,NWC,27812672667,10037,12,10014,82,9421,505,340,163,147753,1289,5.9767
28,64,64,MicroscopyImages,10021005,ts,4111,NWC,73135922495,3349,6,3337,34,3007,294,200,93,112540,1024,2.4747
28,64,64,MicroscopyImages,10021006,ts,4111,NWC,84288113520,10544,10,10526,91,9903,528,373,154,150761,1691,2.0959
28,64,64,MicroscopyImages,10021007,ts,4111,NWC,22699285402,7585,10,7565,69,7055,439,307,131,129747,1268,5.3649
28,64,64,MicroscopyImages,10021008,ts,4111,NWC,20371519439,7527,15,7499,98,6862,535,366,168,160924,1432,7.9398
28,64,64,MicroscopyImages,10021009,ts,4111,NWC,142270669177,2881,7,2867,27,2643,196,134,61,75057,706,0.7553
28,64,64,MicroscopyImages,10021010,ts,4111,NWC,99980787659,6907,15,6879,71,6331,472,332,140,146774,1067,1.5384
28,64,64,MicroscopyImages,10031001,ts,4111,NWC,26621280364,616,3,609,4,527,78,48,30,39048,231,6.1318
28,64,64,MicroscopyImages,10031002,ts,4111,NWC,16486784608,2413,6,2400,26,2173,201,135,65,79649,722,10.0959
28,64,64,MicroscopyImages,10031004,ts,4111,NWC,13124200181,1646,6,1634,17,1464,151,101,50,60445,498,11.8192
28,64,64,MicroscopyImages,10031005,ts,4111,NWC,42610208271,1210,4,1203,9,1085,107,69,38,47394,476,3.7312
28,64,64,MicroscopyImages,10031006,ts,4111,NWC,52625070536,2892,6,2881,24,2654,201,137,63,70860,754,2.8778
28,64,64,MicroscopyImages,10031007,ts,4111,NWC,18785515748,1610,5,1599,21,1427,150,101,49,63427,650,6.3919
28,64,64,MicroscopyImages,10031008,ts,4111,NWC,16321606925,1612,8,1597,26,1364,206,139,67,86430,656,8.7037
28,64,64,MicroscopyImages,10031009,ts,4111,NWC,89436557345,1448,4,1440,11,1319,108,72,36,46142,491,1.1603
28,64,64,MicroscopyImages,10031010,ts,4111,NWC,58126264317,2381,8,2366,32,2078,254,173,81,101188,843,2.2555
28,64,64,MicroscopyImages,10041005,ts,4111,NWC,37310469260,2699,6,2687,30,2440,215,147,68,82635,884,4.2694
28,64,64,MicroscopyImages,10041006,ts,4111,NWC,30695978351,6343,10,6324,58,5893,371,250,120,114135,1078,5.1785
28,64,64,MicroscopyImages,10041007,ts,4111,NWC,32137075009,4666,9,4648,45,4313,289,199,89,94623,829,3.5026
28,64,64,MicroscopyImages,10041008,ts,4111,NWC,38962932958,5289,15,5261,67,4766,426,290,135,140360,990,3.4896
28,64,64,MicroscopyImages,10041009,ts,4111,NWC,82911478762,2385,7,2371,23,2165,181,124,57,68890,608,1.2015
28,64,64,MicroscopyImages,10041010,ts,4111,NWC,44801632006,6685,15,6657,73,6150,429,295,133,121394,1075,2.8133
28,64,64,MicroscopyImages,10051006,ts,4111,NWC,20394908933,1481,5,1470,12,1334,123,82,41,51393,383,8.3884
28,64,64,MicroscopyImages,10051007,ts,4111,NWC,71796971349,1673,5,1663,18,1489,154,105,49,64636,695,1.7382
28,64,64,MicroscopyImages,10051008,ts,4111,NWC,63519767222,2008,8,1992,31,1738,222,155,67,88848,889,2.2526
28,64,64,MicroscopyImages,10051009,ts,4111,NWC,40259116424,1462,4,1454,11,1332,110,73,37,46433,516,2.9884
28,64,64,MicroscopyImages,10051010,ts,4111,NWC,23867749568,2316,8,2301,34,2034,231,161,70,86154,877,5.8477
28,64,64,MicroscopyImages,10061007,ts,4111,NWC,83838768646,5272,9,5254,36,4935,282,192,89,88458,699,1.6379
28,64,64,MicroscopyImages,10061008,ts,4111,NWC,88003338767,5061,20,5028,63,4518,442,307,135,135566,1023,1.5963
28,64,64,MicroscopyImages,10061009,ts,4111,NWC,46031340585,2221,7,2207,17,2029,161,106,55,62246,418,2.6445
28,64,64,MicroscopyImages,10071008,ts,4111,NWC,9373947165,4893,14,4866,68,4370,424,289,134,125810,1087,12.4205
28,64,64,MicroscopyImages,10091007,ts,4111,NWC,122342886271,1887,7,1873,18,1678,177,120,56,66558,562,0.681
28,64,64,MicroscopyImages,10091008,ts,4111,NWC,114646308392,2639,10,2620,36,2294,289,201,88,101539,832,0.914
28,64,64,MicroscopyImages,10101006,ts,4111,NWC,17357642175,3684,13,3660,41,3297,319,213,106,105126,682,8.6694
28,64,64,MicroscopyImages,10101007,ts,4111,NWC,87134939987,5072,12,5048,58,4575,412,296,115,128581,996,1.221
28,64,64,MicroscopyImages,10101008,ts,4111,NWC,84206568456,8941,18,8907,97,8183,624,445,177,181490,1233,1.5124
28,64,64,MicroscopyImages,10101009,ts,4111,NWC,13132851844,1987,9,1970,26,1743,201,133,68,79074,550,8.9269
28,64,64,Shapes,10011002,ts,4111,NWC,39485440000,450,19,415,25,134,254,164,90,104543,760,4.316
28,64,64,Shapes,10011004,ts,4111,NWC,21846108552,718,24,673,38,190,443,281,162,173579,896,8.4916
28,64,64,Shapes,10011005,ts,4111,NWC,15615080434,1064,23,1022,65,319,635,397,236,282613,1668,14.9705
28,64,64,Shapes,10011006,ts,4111,NWC,77692400000,736,22,695,34,163,497,326,170,207732,803,2.173
28,64,64,Shapes,10011007,ts,4111,NWC,43361216615,943,26,894,64,280,547,347,199,198447,1456,5.1333
28,64,64,Shapes,10011008,ts,4111,NWC,26623569312,491,16,460,23,132,304,192,111,162854,764,6.3212
28,64,64,Shapes,10011009,ts,4111,NWC,11839600000,1196,22,1155,65,277,810,520,289,361162,1536,4.9159
28,64,64,Shapes,10011010,ts,4111,NWC,4192698874,553,24,508,25,139,342,206,136,144364,590,68.7744
28,64,64,Shapes,10021004,ts,4111,NWC,4992134016,441,10,421,25,116,278,174,103,115526,1036,25.1551
28,64,64,Shapes,10021005,ts,4111,NWC,51567712558,665,10,646,35,305,304,193,110,124013,1439,2.9054
28,64,64,Shapes,10021006,ts,4111,NWC,61735712000,400,10,381,21,109,250,152,97,117418,865,2.1115
28,64,64,Shapes,10021007,ts,4111,NWC,39407248313,453,12,431,27,130,273,184,88,99365,1046,2.4128
28,64,64,Shapes,10021008,ts,4111,NWC,9941900604,282,7,269,14,76,178,106,71,88396,800,11.8079
28,64,64,Shapes,10021009,ts,4111,NWC,46781984000,608,10,589,26,242,319,202,116,146632,1030,3.4106
28,64,64,Shapes,10021010,ts,4111,NWC,51778666636,614,11,594,23,316,254,159,94,112842,856,3.5005
28,64,64,Shapes,10031001,ts,4111,NWC,1694000000,315,23,272,17,69,185,116,69,61886,406,4.1986
28,64,64,Shapes,10031002,ts,4111,NWC,40457664000,464,9,446,16,249,180,112,68,80820,634,4.1915
28,64,64,Shapes,10031004,ts,4111,NWC,22879329786,419,14,392,21,116,253,155,98,102163,728,7.9762
28,64,64,Shapes,10031005,ts,4111,NWC,16751164068,673,13,649,21,239,387,212,175,151563,550,13.7629
28,64,64,Shapes,10031006,ts,4111,NWC,78673600000,411,13,387,17,90,279,180,99,127654,538,2.1474
28,64,64,Shapes,10031007,ts,4111,NWC,44440401501,520,15,491,29,163,297,180,117,122384,931,4.9627
28,64,64,Shapes,10031008,ts,4111,NWC,27477075902,395,9,379,12,194,172,105,67,85241,511,6.101
28,64,64,Shapes,10031009,ts,4111,NWC,12799200000,587,13,564,25,208,330,200,129,156536,770,3.9203
28,64,64,Shapes,10031010,ts,4111,NWC,5395188022,501,14,474,14,232,226,135,91,99993,449,53.1093
28,64,64,Shapes,10041005,ts,4111,NWC,29880414584,788,14,762,55,274,429,267,161,153117,2042,6.5337
28,64,64,Shapes,10041006,ts,4111,NWC,57032294190,598,14,573,35,172,364,226,137,145747,1190,2.3697
28,64,64,Shapes,10041007,ts,4111,NWC,30714562273,755,17,724,42,207,472,293,178,183751,1265,5.2119
28,64,64,Shapes,10041008,ts,4111,NWC,5121715666,313,9,295,15,82,198,117,80,100091,652,30.5947
28,64,64,Shapes,10041009,ts,4111,NWC,31029093214,667,13,642,31,177,431,270,160,198175,1040,5.6683
28,64,64,Shapes,10041010,ts,4111,NWC,32511786008,438,15,409,18,95,296,170,126,127796,574,5.4883
28,64,64,Shapes,10051006,ts,4111,NWC,87463223068,669,13,646,27,263,353,219,134,158056,982,2.0005
28,64,64,Shapes,10051007,ts,4111,NWC,52306678067,987,16,959,66,337,551,358,192,200451,2192,4.3381
28,64,64,Shapes,10051008,ts,4111,NWC,24280105952,427,9,411,20,184,204,123,80,94888,945,7.9667
28,64,64,Shapes,10051009,ts,4111,NWC,27661476718,1061,13,1037,51,417,567,342,224,245939,1471,8.1288
28,64,64,Shapes,10051010,ts,4111,NWC,18842738256,1252,14,1225,47,692,482,300,180,200901,1559,15.9146
28,64,64,Shapes,10061007,ts,4111,NWC,167937934719,824,14,798,46,255,495,316,178,197782,1498,0.8946
28,64,64,Shapes,10061008,ts,4111,NWC,62291445530,348,8,334,17,103,212,131,81,106440,867,2.3888
28,64,64,Shapes,10061009,ts,4111,NWC,85985600000,824,11,802,32,318,451,289,161,206564,1041,1.9437
28,64,64,Shapes,10071008,ts,4111,NWC,35350981429,450,9,432,24,133,273,169,103,131022,1036,5.1455
28,64,64,Shapes,10091007,ts,4111,NWC,53207349267,894,14,868,51,280,533,322,210,239281,1701,3.9823
28,64,64,Shapes,10091008,ts,4111,NWC,35675236008,503,8,481,19,198,262,161,101,145895,879,4.6194
28,64,64,Shapes,10101006,ts,4111,NWC,88538596160,805,14,779,26,419,332,209,123,130032,852,2.1109
28,64,64,Shapes,10101007,ts,4111,NWC,52935617529,750,17,718,43,229,444,267,176,180745,1313,4.7045
28,64,64,Shapes,10101008,ts,4111,NWC,37176913080,468,8,452,19,234,198,123,74,92526,714,4.9884
28,64,64,Shapes,10101009,ts,4111,NWC,13352698622,1089,14,1064,36,541,484,297,186,204823,1141,20.5094
28,64,64,WhiteNoise,10011002,ts,4111,NWC,319604347,1143,42,1064,69,275,718,470,248,243405,939,602.892
28,64,64,WhiteNoise,10011004,ts,4111,NWC,366941152,1737,42,1658,119,451,1085,720,363,322970,1634,666.5271
28,64,64,WhiteNoise,10011005,ts,4111,NWC,366592745,1509,42,1429,123,370,934,615,319,319167,1282,686.0944
28,64,64,WhiteNoise,10011006,ts,4111,NWC,343817331,1366,42,1286,77,336,870,567,303,318565,1052,854.8888
28,64,64,WhiteNoise,10011007,ts,4111,NWC,545316364,1611,41,1531,108,414,1007,671,335,321081,1485,480.676
28,64,64,WhiteNoise,10011008,ts,4111,NWC,440818184,1474,42,1395,87,356,949,620,329,331847,1165,645.3469
28,64,64,WhiteNoise,10011009,ts,4111,NWC,403705254,1753,42,1672,108,439,1121,737,383,376323,1462,797.752
28,64,64,WhiteNoise,10011010,ts,4111,NWC,413028478,1615,42,1535,109,416,1007,669,337,325613,1497,628.368
28,64,64,WhiteNoise,10021004,ts,4111,NWC,425225567,1471,42,1392,100,374,916,605,310,287391,1357,520.1157
28,64,64,WhiteNoise,10021005,ts,4111,NWC,377729882,1347,42,1268,76,323,866,565,301,315896,1028,734.9007
28,64,64,WhiteNoise,10021006,ts,4111,NWC,319604426,1361,42,1281,83,326,870,578,291,297372,1062,799.0315
28,64,64,WhiteNoise,10021007,ts,4111,NWC,495691735,1578,42,1498,104,409,983,652,330,316729,1444,569.2924
28,64,64,WhiteNoise,10021008,ts,4111,NWC,453944929,1945,42,1865,120,500,1242,827,414,399469,1529,748.4122
28,64,64,WhiteNoise,10021009,ts,4111,NWC,456957989,1598,41,1519,101,407,1009,662,346,341939,1365,609.9655
28,64,64,WhiteNoise,10021010,ts,4111,NWC,448651719,1305,41,1220,77,308,833,542,291,287777,1034,555.2061
28,64,64,WhiteNoise,10031001,ts,4111,NWC,320143335,1045,42,965,73,267,623,411,211,202927,979,517.1725
28,64,64,WhiteNoise,10031002,ts,4111,NWC,386857778,1180,42,1100,72,290,736,477,259,257063,982,545.2568
28,64,64,WhiteNoise,10031004,ts,4111,NWC,339103207,1523,41,1444,105,395,942,627,314,291780,1438,716.126
28,64,64,WhiteNoise,10031005,ts,4111,NWC,367917114,1467,42,1388,90,367,928,603,324,326635,1208,808.0344
28,64,64,WhiteNoise,10031006,ts,4111,NWC,394606058,1417,41,1337,93,357,886,584,301,295983,1273,636.9667
28,64,64,WhiteNoise,10031007,ts,4111,NWC,577195541,1631,42,1552,113,444,991,660,330,335341,1577,510.2882
28,64,64,WhiteNoise,10031008,ts,4111,NWC,443428975,1706,42,1627,112,435,1076,714,361,340550,1538,667.9505
28,64,64,WhiteNoise,10031009,ts,4111,NWC,397267661,1497,41,1418,100,383,932,614,317,298616,1390,626.9051
28,64,64,WhiteNoise,10031010,ts,4111,NWC,462520685,1536,42,1456,101,392,961,629,331,329484,1351,594.4353
28,64,64,WhiteNoise,10041005,ts,4111,NWC,380175567,1579,42,1499,91,385,1020,659,360,362948,1209,789.1469
28,64,64,WhiteNoise,10041006,ts,4111,NWC,367474939,1033,42,953,63,250,638,414,224,216934,860,489.4477
28,64,64,WhiteNoise,10041007,ts,4111,NWC,512204036,1436,40,1360,81,337,939,605,334,350062,1066,537.224
28,64,64,WhiteNoise,10041008,ts,4111,NWC,349815104,1310,42,1230,72,299,857,560,296,302097,946,725.0162
28,64,64,WhiteNoise,10041009,ts,4111,NWC,320756358,1128,42,1049,79,295,674,442,230,206385,1116,535.1243
28,64,64,WhiteNoise,10041010,ts,4111,NWC,409098194,1241,42,1162,91,324,745,504,241,217459,1260,438.4952
28,64,64,WhiteNoise,10051006,ts,4111,NWC,346480252,1704,42,1623,110,430,1080,711,368,361052,1491,842.4245
28,64,64,WhiteNoise,10051007,ts,4111,NWC,410829851,1707,41,1628,118,443,1064,710,353,324217,1621,626.1044
28,64,64,WhiteNoise,10051008,ts,4111,NWC,402320215,1671,42,1590,124,449,1014,679,334,283365,1718,553.079
28,64,64,WhiteNoise,10051009,ts,4111,NWC,418927239,1809,41,1729,119,467,1140,753,386,369057,1625,719.2118
28,64,64,WhiteNoise,10051010,ts,4111,NWC,335017723,1252,42,1172,73,302,794,517,277,286992,992,776.4452
28,64,64,WhiteNoise,10061007,ts,4111,NWC,361884761,1660,42,1580,100,413,1064,701,362,368499,1337,815.4008
28,64,64,WhiteNoise,10061008,ts,4111,NWC,349710159,1567,41,1489,107,405,974,641,331,313054,1454,707.3691
28,64,64,WhiteNoise,10061009,ts,4111,NWC,359484777,1286,41,1208,91,326,789,541,248,223929,1247,498.5131
28,64,64,WhiteNoise,10071008,ts,4111,NWC,378069848,1495,45,1412,97,374,939,624,314,293778,1297,649.0121
28,64,64,WhiteNoise,10091007,ts,4111,NWC,451848482,1260,42,1180,73,310,795,519,276,294795,994,597.2125
28,64,64,WhiteNoise,10091008,ts,4111,NWC,337226548,1311,42,1231,78,327,824,534,289,297457,1044,748.6032
28,64,64,WhiteNoise,10101006,ts,4111,NWC,375211029,1464,42,1384,101,369,912,603,308,290757,1324,603.1203
28,64,64,WhiteNoise,10101007,ts,4111,NWC,352028108,1472,42,1393,93,376,920,602,318,314199,1280,775.412
28,64,64,WhiteNoise,10101008,ts,4111,NWC,353368450,1569,42,1488,106,394,985,651,333,314589,1440,674.5132
28,64,64,WhiteNoise,10101009,ts,4111,NWC,428767514,1590,42,1511,110,405,993,663,329,293202,1497,565.5146
28,128,128,128,CauchyDensity,10021001,ts,4111,777271120646,145063,542,144077,14862,69482,59681,42603,17056,11902990,28007,4.9833
28,128,128,128,CauchyDensity,10021003,ts,4111,2436908334629,69948,587,68895,7182,31510,30178,22228,7939,4561459,13882,1.2902
28,128,128,128,CauchyDensity,10021007,ts,4111,2186082481789,46372,544,45383,5026,20761,19577,14776,4793,2926465,10137,1.5801
28,128,128,128,CauchyDensity,10021008,ts,4111,1729203736741,64518,533,63539,6936,30036,26541,19898,6631,4109770,14760,2.1096
28,128,128,128,CauchyDensity,10021010,ts,4111,2621356774390,82521,564,81510,8790,38470,34215,25470,8729,5072767,19010,1.393
28,128,128,128,CauchyDensity,10031001,ts,4111,4412375167301,125909,568,124899,12091,60851,51914,40016,11881,11132397,23167,0.8134
28,128,128,128,CauchyDensity,10041001,ts,4111,3067878353595,118732,540,117748,11944,57302,48460,36559,11883,9916268,22988,0.9658
28,128,128,128,CauchyDensity,10041002,ts,4111,1788629719137,78544,568,77493,8155,34531,34778,25639,9128,4310660,15785,2.0823
28,128,128,128,CauchyDensity,10041003,ts,4111,274209840576,120202,590,119125,10415,42749,65929,49091,16824,9558465,16692,12.9607
28,128,128,128,CauchyDensity,10041005,ts,4111,434983973867,25831,659,24687,2338,11079,11262,7953,3306,1877424,4353,6.8011
28,128,128,128,CauchyDensity,10041006,ts,4111,341861065654,53916,664,52768,5300,23324,24124,17263,6853,3257545,10306,9.525
28,128,128,128,CauchyDensity,10041007,ts,4111,141437306220,44972,587,43899,4415,19703,19765,14222,5536,2479122,8577,25.4482
28,128,128,128,CauchyDensity,10041008,ts,4111,268810708132,25578,568,24539,2274,10740,11517,8108,3406,1787370,4540,12.7281
28,128,128,128,CauchyDensity,10041009,ts,4111,265548487190,50758,542,49748,5346,21573,22812,16362,6434,2919704,8998,13.3534
28,128,128,128,CauchyDensity,10041010,ts,4111,1187416858953,45304,602,44213,4467,19651,20079,14452,5620,2674283,8522,2.9609
28,128,128,128,CauchyDensity,10051001,ts,4111,2885528036630,100105,573,99085,10437,49961,38650,27928,10706,8494879,20361,0.725
28,128,128,128,CauchyDensity,10051002,ts,4111,1719118049312,49175,592,48084,5186,22259,20621,15761,4852,2757961,9914,1.6576
28,128,128,128,CauchyDensity,10051003,ts,4111,747780542649,95896,571,94880,8684,37113,49052,38670,10369,5754046,16811,3.5531
28,128,128,128,CauchyDensity,10051007,ts,4111,258142399381,29275,591,28238,2525,11710,13994,10232,3758,1901471,4894,10.8381
28,128,128,128,CauchyDensity,10051008,ts,4111,130154142595,39646,587,38553,3662,16972,17906,12341,5559,2519918,6997,22.5886
28,128,128,128,CauchyDensity,10051010,ts,4111,1350577954178,50644,612,49523,5123,23084,21297,15133,6156,2641514,10211,2.0563
28,128,128,128,CauchyDensity,10061001,ts,4111,4900357948345,124056,532,123083,12515,59749,50776,39219,11540,9790470,22363,0.5516
28,128,128,128,CauchyDensity,10061002,ts,4111,3220884257339,27116,558,26111,2742,11919,11440,8365,3071,2149575,5268,0.8953
